Keywords,Count,,,,,,Keywords,Count,
reading of customer needs,1,,,,,,,,
real option,1,,,,,,,,
real options,11,,,,,,,,
real options logic,1,,,,,,,,
real options theory,2,,,,,,,,
recategorization,1,,,,,,,,
recession,1,,,,,,,,
reciprocity,2,,,,,,,,
recognition,1,,,,,,,,
recommendations,1,,,,,,,,
recommender systems,3,,,,,,,,
reconfiguration,1,,,,,,,,
recruitment,2,,,,,,,,
recycling,2,,,,,,,,
redundant comparison prices,1,,,,,,,,
reference point,1,,,,,,,,
reference price,1,,,,,,,,
referral hiring,1,,,,,,,,
referral marketing,1,,,,,,,,
referral programs,1,,,,,,,,
referral reward program,1,,,,,,,,
referrals,2,,,,,,,,
reflexivity,2,,,,,,,,
regional clustering,1,,,,,,,,
regional integration,1,,,,,,,,
regional strategy,3,,,,,,,,
regional strategy or strategies,2,,,,,,,,
regional transformation,1,,,,,,,,
regionalisation,1,,,,,,,,
regionalization,1,,,,,,,,
regret,2,,,,,,,,
regulation,2,,,,,,,,
regulative distance,2,,,,,,,,
regulatory arbitrage,1,,,,,,,,
regulatory fit,1,,,,,,,,
regulatory focus,3,,,,,,,,
regulatory focus theory,3,,,,,,,,
related acquisitions,1,,,,,,,,
related diversification,3,,,,,,,,
relatedness,1,,,,,,,,
relational governance,2,,,,,,,,
relational norms,1,,,,,,,,
relational price discounts,1,,,,,,,,
relational programs,1,,,,,,,,
relationship,1,,,,,,,,
relationship banking,1,,,,,,,,
relationship governance,1,,,,,,,,
relationship learning,1,,,,,,,,
relationship marketing,20,,,,,,,,
relationship quality,1,,,,,,,,
relationship transparency,1,,,,,,,,
relationship value,1,,,,,,,,
relationship velocity,1,,,,,,,,
relationships,2,,,,,,,,
relative deprivation theory,1,,,,,,,,
relative r d power,1,,,,,,,,
relative standing,2,,,,,,,,
relevant knowledge,1,,,,,,,,
religion,1,,,,,,,,
religious organizations,1,,,,,,,,
rent generation,1,,,,,,,,
rent seeking,1,,,,,,,,
reorganization,1,,,,,,,,
repatriation,2,,,,,,,,
repatriation retention,1,,,,,,,,
repeat purchase behavior,1,,,,,,,,
repetition break,1,,,,,,,,
repetitive exploitation,1,,,,,,,,
replication,3,,,,,,,,
replication study,1,,,,,,,,
reporting,1,,,,,,,,
repurchase intent,1,,,,,,,,
reputation,16,,,,,,,,
reputation risk spillover,1,,,,,,,,
reputational risk,1,,,,,,,,
research,7,,,,,,,,
research and development,3,,,,,,,,
research and development alliance,1,,,,,,,,
research and development alliances,1,,,,,,,,
research communication,1,,,,,,,,
research design,1,,,,,,,,
research intensity,1,,,,,,,,
research methodology,1,,,,,,,,
research methods,6,,,,,,,,
research practices,1,,,,,,,,
research priorities,1,,,,,,,,
research productivity,1,,,,,,,,
reshoring,3,,,,,,,,
resilience,5,,,,,,,,
resource,2,,,,,,,,
resource acquisition,1,,,,,,,,
resource advantage theory,1,,,,,,,,
resource allocation,1,,,,,,,,
resource based approach,1,,,,,,,,
resource based strategy,1,,,,,,,,
resource based theory,9,,,,,,,,
resource based theory rbt ,1,,,,,,,,
resource based view,35,,,,,,,,
resource based view of strategy,1,,,,,,,,
resource based view of the firm,4,,,,,,,,
resource based view or resource based theory,1,,,,,,,,
resource based view sustainability,1,,,,,,,,
resource dependence,5,,,,,,,,
resource dependence theory,6,,,,,,,,
resource dependency,1,,,,,,,,
resource integration,3,,,,,,,,
resource orchestration,1,,,,,,,,
resource payments,1,,,,,,,,
resource redeployment,3,,,,,,,,
resource scarcity,2,,,,,,,,
resourcefulness,1,,,,,,,,
resources,8,,,,,,,,
resources and capabilities,1,,,,,,,,
respect,2,,,,,,,,
response strategy,1,,,,,,,,
response styles,1,,,,,,,,
response timing,1,,,,,,,,
restructuring,2,,,,,,,,
resume whitening,1,,,,,,,,
retail,2,,,,,,,,
retail assortment management,1,,,,,,,,
retail atmospherics,1,,,,,,,,
retail branding,1,,,,,,,,
retail chain level activities,1,,,,,,,,
retail consumer behavior,1,,,,,,,,
retail customer experience,1,,,,,,,,
retail environment,2,,,,,,,,
retail firm performance,1,,,,,,,,
retail food stores,1,,,,,,,,
retail format,1,,,,,,,,
retail formats,1,,,,,,,,
retail marketing mix instruments,1,,,,,,,,
retail patronage,2,,,,,,,,
retail price promotion strategy,1,,,,,,,,
retail pricing,4,,,,,,,,
retail product information disclosures,1,,,,,,,,
retail salespeople,1,,,,,,,,
retail service,1,,,,,,,,
retail shelf space,1,,,,,,,,
retail spectacle,1,,,,,,,,
retail stocking,1,,,,,,,,
retail store format,1,,,,,,,,
retail strategy,1,,,,,,,,
retail strategy choice,1,,,,,,,,
retail technology,1,,,,,,,,
retail trade,1,,,,,,,,
retailer,1,,,,,,,,
retailer equity index,1,,,,,,,,
retailer interest,1,,,,,,,,
retailer manufacturer relationship,1,,,,,,,,
retailer pass through,1,,,,,,,,
retailer promotions,1,,,,,,,,
retailer referral,1,,,,,,,,
retailers,5,,,,,,,,
retailing,23,,,,,,,,
retailing definition,1,,,,,,,,
retailing literature,1,,,,,,,,
retailing price,1,,,,,,,,
retargeting,1,,,,,,,,
retirement,1,,,,,,,,
retrenchment,1,,,,,,,,
return policy,1,,,,,,,,
returnee entrepreneurs,2,,,,,,,,
returnee entrepreneurship,1,,,,,,,,
returnee independent directors,1,,,,,,,,
revenue growth,1,,,,,,,,
revenue management,3,,,,,,,,
reverse innovation,1,,,,,,,,
reverse knowledge transfer,1,,,,,,,,
reverse logistics,2,,,,,,,,
review,2,,,,,,,,
reward,1,,,,,,,,
reward based crowdfunding,1,,,,,,,,
reward programs,1,,,,,,,,
rewards systems,1,,,,,,,,
rhetorical strategy,1,,,,,,,,
risk,6,,,,,,,,
risk abatement,1,,,,,,,,
risk bearing,1,,,,,,,,
risk culture,1,,,,,,,,
risk in international business,1,,,,,,,,
risk management,6,,,,,,,,
risk management approach,1,,,,,,,,
risk measurement,2,,,,,,,,
risk mitigation,1,,,,,,,,
risk perceptions,1,,,,,,,,
risk sharing,2,,,,,,,,
risk taking,3,,,,,,,,
risks and uncertainty,1,,,,,,,,
ritual,3,,,,,,,,
rituals,1,,,,,,,,
rivalry,1,,,,,,,,
roa,1,,,,,,,,
robotics,1,,,,,,,,
role expectations,1,,,,,,,,
role identity,1,,,,,,,,
role identity theory,1,,,,,,,,
role of marketing,1,,,,,,,,
romantic crush,1,,,,,,,,
roof policy,1,,,,,,,,
routine,1,,,,,,,,
routine dynamics,1,,,,,,,,
routine redesign,1,,,,,,,,
routines,2,,,,,,,,
rugman and verbeke,1,,,,,,,,
rule breaking,2,,,,,,,,
rule of three,1,,,,,,,,
russia,4,,,,,,,,
russian privatization,1,,,,,,,,
s d logic,1,,,,,,,,
sacredness,1,,,,,,,,
safeguard,1,,,,,,,,
safety climate,1,,,,,,,,
safety risk,1,,,,,,,,
salary,1,,,,,,,,
sale price,1,,,,,,,,
sales,3,,,,,,,,
sales call anxiety,1,,,,,,,,
sales contests,2,,,,,,,,
sales control interactive effects,1,,,,,,,,
sales control systems,1,,,,,,,,
sales effectiveness,1,,,,,,,,
sales encounter satisfaction,1,,,,,,,,
sales force,1,,,,,,,,
sales force automation,1,,,,,,,,
sales force downsizing,1,,,,,,,,
sales growth,1,,,,,,,,
sales leads,1,,,,,,,,
sales management,4,,,,,,,,
sales management control,1,,,,,,,,
sales marketing interface,1,,,,,,,,
sales performance,1,,,,,,,,
sales pressure,1,,,,,,,,
sales promotion,3,,,,,,,,
sales promotions,4,,,,,,,,
sales service ambidexterity,1,,,,,,,,
sales service interface,1,,,,,,,,
salespeople,2,,,,,,,,
salesperson,3,,,,,,,,
salesperson accuracy,1,,,,,,,,
salesperson coachability,1,,,,,,,,
salesperson effort,1,,,,,,,,
salesperson hunting orientation,1,,,,,,,,
salesperson influence strategies,1,,,,,,,,
salesperson learning,1,,,,,,,,
salesperson motivation,1,,,,,,,,
salesperson service behaviors,1,,,,,,,,
sample,1,,,,,,,,
satiation,3,,,,,,,,
satisfaction,3,,,,,,,,
satisfaction trust commitment model,1,,,,,,,,
satisfaction with complaint handling,1,,,,,,,,
saving,1,,,,,,,,
savoring the upcoming experience,1,,,,,,,,
scale,1,,,,,,,,
scale development,3,,,,,,,,
scale economies,1,,,,,,,,
scale modification,1,,,,,,,,
scanner data,1,,,,,,,,
scarcity,3,,,,,,,,
scarcity cue,1,,,,,,,,
scenario method,1,,,,,,,,
scenario planning,1,,,,,,,,
schema congruity,1,,,,,,,,
scholarly journals,1,,,,,,,,
scholarship,1,,,,,,,,
school to work transition,1,,,,,,,,
schumpeter,1,,,,,,,,
schwartz,1,,,,,,,,
science,1,,,,,,,,
science parks,1,,,,,,,,
scientific knowledge,1,,,,,,,,
scm practices,1,,,,,,,,
scoring model,1,,,,,,,,
screening and selection,1,,,,,,,,
seaport,1,,,,,,,,
search,1,,,,,,,,
search advertising,1,,,,,,,,
search engine advertising,2,,,,,,,,
search engine marketing,1,,,,,,,,
search engines,2,,,,,,,,
second hand shopping,1,,,,,,,,
second person pronoun,1,,,,,,,,
second price auctions,1,,,,,,,,
secondary agency problems,1,,,,,,,,
secret consumption,1,,,,,,,,
secure base relationships,1,,,,,,,,
seeding,1,,,,,,,,
segregation,3,,,,,,,,
selection,2,,,,,,,,
selection system theory,1,,,,,,,,
selective information processing,1,,,,,,,,
self accountability,1,,,,,,,,
self concept clarity,1,,,,,,,,
self conscious emotion,1,,,,,,,,
self construal,1,,,,,,,,
self control,4,,,,,,,,
self defeating behaviors,1,,,,,,,,
self directed expatriation,1,,,,,,,,
self efficacy,3,,,,,,,,
self efficacy increase,1,,,,,,,,
self employment,8,,,,,,,,
self employment intentions,1,,,,,,,,
self enhancement,1,,,,,,,,
self esteem,2,,,,,,,,
self estrangement,1,,,,,,,,
self expression,1,,,,,,,,
self image,1,,,,,,,,
self initiated expatriates,1,,,,,,,,
self interest,1,,,,,,,,
self leadership,1,,,,,,,,
self managing service teams,1,,,,,,,,
self managing work teams,1,,,,,,,,
self organization,1,,,,,,,,
self service technology,4,,,,,,,,
self service technology effectiveness,1,,,,,,,,
self tracking technology,1,,,,,,,,
self transformative consumption vision,1,,,,,,,,
sell offs,1,,,,,,,,
selling,1,,,,,,,,
semantic cues,1,,,,,,,,
semantic process templates,1,,,,,,,,
semiconductors,1,,,,,,,,
semiglobalization,2,,,,,,,,
senior expatriates,1,,,,,,,,
senior leadership opportunities,1,,,,,,,,
sensemaking,1,,,,,,,,
sensitive information,1,,,,,,,,
sensitization,1,,,,,,,,
sensory cues,1,,,,,,,,
sensory imagery,1,,,,,,,,
sensory marketing,4,,,,,,,,
sentiment extraction,1,,,,,,,,
sequential distribution channels,1,,,,,,,,
sequential foreign direct investments,1,,,,,,,,
serial entrepreneurship,2,,,,,,,,
servant leadership,1,,,,,,,,
service,5,,,,,,,,
service brand,1,,,,,,,,
service brand extensions,1,,,,,,,,
service brands,1,,,,,,,,
service business orientations,1,,,,,,,,
service climate,3,,,,,,,,
service climate dis agreement,1,,,,,,,,
service context,1,,,,,,,,
service convenience,1,,,,,,,,
service design,5,,,,,,,,
service dominant logic,12,,,,,,,,
service dominant orientation,1,,,,,,,,
service ecosystems,1,,,,,,,,
service encounter,1,,,,,,,,
service excellence,1,,,,,,,,
service expectations,1,,,,,,,,
service experience,3,,,,,,,,
service failure,12,,,,,,,,
service failure recovery,1,,,,,,,,
service firms,1,,,,,,,,
service friendliness,1,,,,,,,,
service guarantee,2,,,,,,,,
service guarantees,1,,,,,,,,
service industries,1,,,,,,,,
service infusion,1,,,,,,,,
service innovation,6,,,,,,,,
service intangibility,1,,,,,,,,
service intermediary,1,,,,,,,,
service marketing,1,,,,,,,,
service networks,1,,,,,,,,
service operations management,1,,,,,,,,
service orchestrator,1,,,,,,,,
service performance,1,,,,,,,,
service pricing,1,,,,,,,,
service process,2,,,,,,,,
service productivity,2,,,,,,,,
service profit chain,2,,,,,,,,
service provider switching,1,,,,,,,,
service quality,5,,,,,,,,
service quality assurance,1,,,,,,,,
service ratio,1,,,,,,,,
service recovery,12,,,,,,,,
service recovery systems,1,,,,,,,,
service relationship,1,,,,,,,,
service relationships,1,,,,,,,,
service retention,1,,,,,,,,
service robots,2,,,,,,,,
service sales ambidexterity,2,,,,,,,,
service science,1,,,,,,,,
service scripts,1,,,,,,,,
service self efficacy,1,,,,,,,,
service separation,2,,,,,,,,
service supply chains,1,,,,,,,,
service support,2,,,,,,,,
service system,1,,,,,,,,
service system design,1,,,,,,,,
service teams,1,,,,,,,,
service technology,1,,,,,,,,
service transgressions,1,,,,,,,,
services,3,,,,,,,,
services export,1,,,,,,,,
services management,1,,,,,,,,
services marketing,5,,,,,,,,
servicescape,4,,,,,,,,
servicescapes,2,,,,,,,,
servitization,1,,,,,,,,
settling up,1,,,,,,,,
sex differences,1,,,,,,,,
sex segregation,1,,,,,,,,
sexual harassment,1,,,,,,,,
shadow options,1,,,,,,,,
shame,1,,,,,,,,
shaping globalization trajectories,1,,,,,,,,
shared frontline experience,1,,,,,,,,
shared leadership,1,,,,,,,,
shareholder activism,2,,,,,,,,
shareholder value,3,,,,,,,,
shareholders,1,,,,,,,,
sharing,2,,,,,,,,
shelf space,2,,,,,,,,
shelf space allocation,1,,,,,,,,
shell corporations,1,,,,,,,,
shipping fee,1,,,,,,,,
shipping fees,1,,,,,,,,
shopper behavior,2,,,,,,,,
shopper marketing,2,,,,,,,,
shopping,1,,,,,,,,
shopping behavior,3,,,,,,,,
shopping channels,1,,,,,,,,
shopping context,1,,,,,,,,
shopping mall,1,,,,,,,,
shopping strategies,1,,,,,,,,
shopping styles,1,,,,,,,,
showrooming,1,,,,,,,,
signal,1,,,,,,,,
signaling,2,,,,,,,,
signaling theory,3,,,,,,,,
signals,1,,,,,,,,
silence,1,,,,,,,,
similarity,1,,,,,,,,
simple decision aids,1,,,,,,,,
single items,1,,,,,,,,
situational strength,1,,,,,,,,
six sigma,2,,,,,,,,
size,1,,,,,,,,
size perceptions,1,,,,,,,,
skill based pay,2,,,,,,,,
skill requirements,1,,,,,,,,
skilled migrants,1,,,,,,,,
skills,3,,,,,,,,
skills gaps,1,,,,,,,,
skip ad,1,,,,,,,,
slack resources,1,,,,,,,,
slavery,1,,,,,,,,
sleep quality,1,,,,,,,,
slotting allowances,1,,,,,,,,
small and medium enterprises,1,,,,,,,,
small and medium sized enterprises,3,,,,,,,,
small and medium sized enterprises smes ,2,,,,,,,,
small business,2,,,,,,,,
small business loans,1,,,,,,,,
small business management,1,,,,,,,,
small business orientation,1,,,,,,,,
small enterprises,1,,,,,,,,
small firm borrowing,1,,,,,,,,
small firm growth,1,,,,,,,,
small firm reputation,1,,,,,,,,
small firms,2,,,,,,,,
small retailers,1,,,,,,,,
small to medium sized enterprises,3,,,,,,,,
smart home,1,,,,,,,,
smart technology,1,,,,,,,,
smartphone,1,,,,,,,,
sme,3,,,,,,,,
sme internationalization,1,,,,,,,,
smes,5,,,,,,,,
smile,1,,,,,,,,
smoking initiation,1,,,,,,,,
social accounting,1,,,,,,,,
social activism,1,,,,,,,,
social alliances,1,,,,,,,,
social augmented reality,1,,,,,,,,
social beliefs,1,,,,,,,,
social capital,21,,,,,,,,
social capital social liability,1,,,,,,,,
social class,2,,,,,,,,
social cognition,1,,,,,,,,
social commerce,1,,,,,,,,
social comparison,2,,,,,,,,
social comparisons,2,,,,,,,,
social connections,1,,,,,,,,
social context,1,,,,,,,,
social coupons,1,,,,,,,,
social crowdedness,2,,,,,,,,
social density,1,,,,,,,,
social enterprise,1,,,,,,,,
social enterprises,1,,,,,,,,
social entrepreneurs,1,,,,,,,,
social entrepreneurship,13,,,,,,,,
social exchange theory,2,,,,,,,,
social exclusion,3,,,,,,,,
social identity,1,,,,,,,,
social influence,5,,,,,,,,
social institutional theory,1,,,,,,,,
social labeling,1,,,,,,,,
social loafing,1,,,,,,,,
social marketing,1,,,,,,,,
social media,21,,,,,,,,
social media advertising,1,,,,,,,,
social media analytics,1,,,,,,,,
social media engagement,1,,,,,,,,
social media marketing,2,,,,,,,,
social movement,1,,,,,,,,
social movement boycotts,1,,,,,,,,
social movements,7,,,,,,,,
social movements theory,1,,,,,,,,
social network,4,,,,,,,,
social network analysis,1,,,,,,,,
social network development,1,,,,,,,,
social networks,15,,,,,,,,
social performance,1,,,,,,,,
social responsibility,1,,,,,,,,
social sharing,1,,,,,,,,
social shopping,1,,,,,,,,
social status,1,,,,,,,,
social support,3,,,,,,,,
social theory,1,,,,,,,,
social ties,2,,,,,,,,
social trust,1,,,,,,,,
social values,1,,,,,,,,
social ventures,2,,,,,,,,
social welfare,1,,,,,,,,
socialization,4,,,,,,,,
socioemotional wealth,6,,,,,,,,
sociology of professional firms,1,,,,,,,,
sociology of work and occupations,1,,,,,,,,
software,1,,,,,,,,
software agent provider,1,,,,,,,,
software development projects,1,,,,,,,,
soldout product,1,,,,,,,,
sole sourcing,1,,,,,,,,
solidarity,1,,,,,,,,
sources of imitation,1,,,,,,,,
sourcing,3,,,,,,,,
sovereign wealth fund,2,,,,,,,,
sparse inverse covariance estimation,1,,,,,,,,
spatial competition,1,,,,,,,,
spatial networks,1,,,,,,,,
spatial transaction costs,1,,,,,,,,
special forum on ie,1,,,,,,,,
specialist discount,1,,,,,,,,
specialization,1,,,,,,,,
spectator sport,1,,,,,,,,
speed,2,,,,,,,,
speed of internationalization,2,,,,,,,,
spending,2,,,,,,,,
spillover effects,1,,,,,,,,
spin off performance,1,,,,,,,,
spin offs,1,,,,,,,,
spin out,1,,,,,,,,
spinning out companies,1,,,,,,,,
spinoff,1,,,,,,,,
spinoffs,1,,,,,,,,
spirituality,1,,,,,,,,
sponsoring,1,,,,,,,,
sponsorship,4,,,,,,,,
sponsorship disclosure,1,,,,,,,,
sponsorship fit,1,,,,,,,,
spreadsheet programs,1,,,,,,,,
springboard perspective,1,,,,,,,,
staff word of mouth,1,,,,,,,,
staffing,2,,,,,,,,
stage based contract,1,,,,,,,,
stage gate controls,1,,,,,,,,
stages model,1,,,,,,,,
stakeholder firm power difference,1,,,,,,,,
stakeholder governance,1,,,,,,,,
stakeholder influence,1,,,,,,,,
stakeholder leadership,1,,,,,,,,
stakeholder management,1,,,,,,,,
stakeholder marketing,2,,,,,,,,
stakeholder orientation,1,,,,,,,,
stakeholder relations,1,,,,,,,,
stakeholder theory,4,,,,,,,,
stakeholders,4,,,,,,,,
standardization,2,,,,,,,,
star employee,1,,,,,,,,
stars,1,,,,,,,,
start up activities,1,,,,,,,,
start up formation,1,,,,,,,,
start up process,1,,,,,,,,
startups,1,,,,,,,,
state capitalism,2,,,,,,,,
state enterprises,1,,,,,,,,
state owned enterprise,1,,,,,,,,
state owned enterprises,1,,,,,,,,
state owned multinationals,1,,,,,,,,
state ownership,5,,,,,,,,
stated purchase probability,1,,,,,,,,
statistical methodology,1,,,,,,,,
status,9,,,,,,,,
status differential,1,,,,,,,,
steel,1,,,,,,,,
stephen hymer,1,,,,,,,,
stereotype threat,1,,,,,,,,
stereotypes,3,,,,,,,,
stewardship theory,1,,,,,,,,
stickiness,1,,,,,,,,
stigma,4,,,,,,,,
stigma management,1,,,,,,,,
stochastic modelling,1,,,,,,,,
stock market valuation,1,,,,,,,,
stock names,1,,,,,,,,
stock out policy,1,,,,,,,,
stock price returns,1,,,,,,,,
stock prices,1,,,,,,,,
stock returns,1,,,,,,,,
stocks and flows of knowledge,1,,,,,,,,
store brands,5,,,,,,,,
store environment,1,,,,,,,,
store format,1,,,,,,,,
store image,1,,,,,,,,
store loyalty,1,,,,,,,,
store price judgments,1,,,,,,,,
storytelling,1,,,,,,,,
strategic alignment,2,,,,,,,,
strategic alliance,4,,,,,,,,
strategic alliance partners,1,,,,,,,,
strategic alliance reconfiguration,1,,,,,,,,
strategic alliances,37,,,,,,,,
strategic analysis,1,,,,,,,,
strategic assets,1,,,,,,,,
strategic behavior,2,,,,,,,,
strategic change,1,,,,,,,,
strategic choice,1,,,,,,,,
strategic cognition,1,,,,,,,,
strategic consensus,3,,,,,,,,
strategic consistency,1,,,,,,,,
strategic csr,1,,,,,,,,
strategic decision making,8,,,,,,,,
strategic decision making process,1,,,,,,,,
strategic decisions,1,,,,,,,,
strategic delegation,1,,,,,,,,
strategic divergence,1,,,,,,,,
strategic entrepreneurship,2,,,,,,,,
strategic factor markets,1,,,,,,,,
strategic fit,1,,,,,,,,
strategic flexibility,3,,,,,,,,
strategic goals,1,,,,,,,,
strategic groups,13,,,,,,,,
strategic hrm,3,,,,,,,,
strategic human capital,5,,,,,,,,
strategic human resource management,10,,,,,,,,
strategic initiatives,2,,,,,,,,
strategic intent,1,,,,,,,,
strategic issue diagnosis,1,,,,,,,,
strategic leader interfaces,1,,,,,,,,
strategic leadership,4,,,,,,,,
strategic management,3,,,,,,,,
strategic management of innovation,1,,,,,,,,
strategic management research,2,,,,,,,,
strategic marketing,1,,,,,,,,
strategic marketing research,1,,,,,,,,
strategic momentum,1,,,,,,,,
strategic orientations,3,,,,,,,,
strategic outsourcing decisions,1,,,,,,,,
strategic partnership,1,,,,,,,,
strategic planning,4,,,,,,,,
strategic planning systems,1,,,,,,,,
strategic positioning,1,,,,,,,,
strategic purity,1,,,,,,,,
strategic renewal,2,,,,,,,,
strategic repertoire variety,1,,,,,,,,
strategic resource fit,1,,,,,,,,
strategic schemas,1,,,,,,,,
strategic scope groups,1,,,,,,,,
strategic sustainable purchasing,1,,,,,,,,
strategic typology,1,,,,,,,,
strategic variety,1,,,,,,,,
strategy,14,,,,,,,,
strategy absence,2,,,,,,,,
strategy coherence,1,,,,,,,,
strategy formation,2,,,,,,,,
strategy formulation,1,,,,,,,,
strategy implementation,2,,,,,,,,
strategy making,2,,,,,,,,
strategy methodology,1,,,,,,,,
strategy process,6,,,,,,,,
strategy process research,2,,,,,,,,
strategy research,2,,,,,,,,
strategy structure fit,1,,,,,,,,
strategy technology interaction,1,,,,,,,,
strategy tools,1,,,,,,,,
stress,5,,,,,,,,
stressors,2,,,,,,,,
structural equation modeling,2,,,,,,,,
structural equation modeling sem ,2,,,,,,,,
structural equation models,1,,,,,,,,
structural holes,1,,,,,,,,
structuration theory,2,,,,,,,,
studying managerial elites,1,,,,,,,,
sub brands,1,,,,,,,,
subconscious,1,,,,,,,,
subcontracting,1,,,,,,,,
subfield entry,1,,,,,,,,
subjective duration,1,,,,,,,,
subjective value of money,1,,,,,,,,
subjectivist theory of entrepreneurship,1,,,,,,,,
subsidiary autonomy,3,,,,,,,,
subsidiary development,1,,,,,,,,
subsidiary expansion,1,,,,,,,,
subsidiary functional and strategic power,1,,,,,,,,
subsidiary level investment,1,,,,,,,,
subsidiary mandate,1,,,,,,,,
subsidiary performance,2,,,,,,,,
subsidiary product innovation,1,,,,,,,,
subsidiary relations,1,,,,,,,,
subsidiary roles,1,,,,,,,,
subsidiary specific advantage,1,,,,,,,,
subsidiary strategies,1,,,,,,,,
subsistence economies,1,,,,,,,,
substitutes for leadership theory,1,,,,,,,,
substitution,1,,,,,,,,
subunit exit,1,,,,,,,,
succession,9,,,,,,,,
successive product generations,1,,,,,,,,
suggested donation amount,1,,,,,,,,
supermarkets,1,,,,,,,,
supersizing,1,,,,,,,,
supervisory family support,1,,,,,,,,
supervisory responsiveness,1,,,,,,,,
supplier choice,1,,,,,,,,
supplier evaluation,1,,,,,,,,
supplier involvement,2,,,,,,,,
supplier relations,5,,,,,,,,
supplier relationship management,1,,,,,,,,
supplier relationships,1,,,,,,,,
supplier selection,1,,,,,,,,
suppliers,7,,,,,,,,
supply,1,,,,,,,,
supply and demand,3,,,,,,,,
supply chain,7,,,,,,,,
supply chain collaboration,2,,,,,,,,
supply chain communication system,1,,,,,,,,
supply chain integration,3,,,,,,,,
supply chain management,158,,,,,,,,
supply chain management competency,1,,,,,,,,
supply chain management scm ,1,,,,,,,,
supply chain management skills,1,,,,,,,,
supply chain managment,1,,,,,,,,
supply chain outsourcing,1,,,,,,,,
supply chain practices,1,,,,,,,,
supply chain relationships,1,,,,,,,,
supply chain resilience,3,,,,,,,,
supply chain risk,2,,,,,,,,
supply chain risk management,2,,,,,,,,
supply chain security management,1,,,,,,,,
supply chains,3,,,,,,,,
supply network,1,,,,,,,,
supply network risk management,1,,,,,,,,
surcharge,1,,,,,,,,
surface acting,1,,,,,,,,
surprise,1,,,,,,,,
surprise gift,1,,,,,,,,
survey,2,,,,,,,,
survey research,2,,,,,,,,
surveys,2,,,,,,,,
survice providers,1,,,,,,,,
survival,1,,,,,,,,
survival analysis,1,,,,,,,,
sustainability,39,,,,,,,,
sustainability dimensions,1,,,,,,,,
sustainable,1,,,,,,,,
sustainable competitive advantage,1,,,,,,,,
sustainable development,5,,,,,,,,
sustainable entrepreneurship,3,,,,,,,,
sustainable marketing,1,,,,,,,,
sustainable product choices,1,,,,,,,,
sustainable supply chains,1,,,,,,,,
sustained performance,1,,,,,,,,
sweethearting,1,,,,,,,,
switchers,1,,,,,,,,
switching,1,,,,,,,,
switching behavior,1,,,,,,,,
switching costs,2,,,,,,,,
switzerland,1,,,,,,,,
symbiosis,1,,,,,,,,
symbolic management,1,,,,,,,,
synthesis,1,,,,,,,,
system markets,1,,,,,,,,
systematic literature review,3,,,,,,,,
systemic value creation,1,,,,,,,,
t,1,,,,,,,,
tacit knowledge,1,,,,,,,,
taiwan,1,,,,,,,,
takeover protection,1,,,,,,,,
takeovers,3,,,,,,,,
talent,2,,,,,,,,
talent definition,1,,,,,,,,
talent development,1,,,,,,,,
talent management,10,,,,,,,,
targeted coupons,1,,,,,,,,
targeting,1,,,,,,,,
task environment,1,,,,,,,,
task interdependence,1,,,,,,,,
task performance,1,,,,,,,,
task segregation,1,,,,,,,,
tax havens,2,,,,,,,,
tax morale,1,,,,,,,,
tax training,1,,,,,,,,
tca,1,,,,,,,,
tce,1,,,,,,,,
teaching,1,,,,,,,,
team composition,2,,,,,,,,
team conflict,1,,,,,,,,
team customer orientation climate,1,,,,,,,,
team design,1,,,,,,,,
team diversity,2,,,,,,,,
team diversity faultlines,1,,,,,,,,
team goal orientation,1,,,,,,,,
team identification,1,,,,,,,,
team identity,1,,,,,,,,
team innovation,1,,,,,,,,
team leadership,1,,,,,,,,
team learning,1,,,,,,,,
team manager s implementation,1,,,,,,,,
team motivation,1,,,,,,,,
team negotiation,1,,,,,,,,
team networks,1,,,,,,,,
team task conflict,1,,,,,,,,
team turnover,1,,,,,,,,
teams,10,,,,,,,,
technical consultants,1,,,,,,,,
technological alliances,1,,,,,,,,
technological capabilities,2,,,,,,,,
technological capability,1,,,,,,,,
technological catch up,1,,,,,,,,
technological change,4,,,,,,,,
technological innovation,4,,,,,,,,
technological innovations,1,,,,,,,,
technological links,1,,,,,,,,
technological recombination,1,,,,,,,,
technological resources,1,,,,,,,,
technology,11,,,,,,,,
technology acceptance model,1,,,,,,,,
technology acquisitions,2,,,,,,,,
technology adoption,1,,,,,,,,
technology adoption technology use divide,1,,,,,,,,
technology and culture,1,,,,,,,,
technology and innovation,1,,,,,,,,
technology based new ventures,1,,,,,,,,
technology based self service tbss ,1,,,,,,,,
technology choice,1,,,,,,,,
technology collaboration,1,,,,,,,,
technology commercialization,1,,,,,,,,
technology competition,1,,,,,,,,
technology enabled engagement process,1,,,,,,,,
technology enabled services,1,,,,,,,,
technology in licensing,1,,,,,,,,
technology intensive services,1,,,,,,,,
technology leveraging,1,,,,,,,,
technology licensing,2,,,,,,,,
technology policy,1,,,,,,,,
technology readiness,1,,,,,,,,
technology reemergence,1,,,,,,,,
technology sourcing,1,,,,,,,,
technology sourcing portfolio,1,,,,,,,,
technology transfer,2,,,,,,,,
teen consumers,1,,,,,,,,
telecommuting,1,,,,,,,,
telescopic advertising,1,,,,,,,,
temporal contagion,1,,,,,,,,
temporal distance,1,,,,,,,,
temporal flexibility,1,,,,,,,,
